2016/06/10 02:13:08:114  -[VCPageViewController applicationDidBecomeActive:] [Line 397] --- call syncReadingStatusData
2016/06/09 19:31:17:898  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3298102
2016/06/09 19:31:17:899  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十一章 盘古乱局（第一更） word count:3117 match number:979
2016/06/09 19:31:17:899  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十二章 莫惹妇人（第二更）
2016/06/09 19:31:17:899  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百八十二章 莫惹妇人（第二更）
, count = 979
2016/06/09 19:31:17:899  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十三章 昆仑镜开（第三更）
2016/06/09 19:31:17:900  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3301416
2016/06/09 19:31:17:900  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十二章 莫惹妇人（第二更） word count:3314 match number:980
2016/06/09 19:31:17:900  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十三章 昆仑镜开（第三更）
2016/06/09 19:31:17:900  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百八十三章 昆仑镜开（第三更）
, count = 980
2016/06/09 19:31:17:900  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十四章 天外魔劫（第一更）
2016/06/09 19:31:17:900  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3304778
2016/06/09 19:31:17:901  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十三章 昆仑镜开（第三更） word count:3362 match number:981
2016/06/09 19:31:17:901  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十四章 天外魔劫（第一更）
2016/06/09 19:31:17:901  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百八十四章 天外魔劫（第一更）
, count = 981
2016/06/09 19:31:17:902  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十五章 鬼影重重（第二更）
2016/06/09 19:31:17:902  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3308015
2016/06/09 19:31:17:902  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十四章 天外魔劫（第一更） word count:3237 match number:982
2016/06/09 19:31:17:902  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十五章 鬼影重重（第二更）
2016/06/09 19:31:17:902  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百八十五章 鬼影重重（第二更）
, count = 982
2016/06/09 19:31:17:903  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十六章 鬼界溃败（第三更）
2016/06/09 19:31:17:903  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3311369
2016/06/09 19:31:17:903  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十五章 鬼影重重（第二更） word count:3354 match number:983
2016/06/09 19:31:17:903  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十六章 鬼界溃败（第三更）
2016/06/09 19:31:17:904  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百八十六章 鬼界溃败（第三更）
, count = 983
2016/06/09 19:31:17:904  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十七章 天庭重劫
2016/06/09 19:31:17:904  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3314599
2016/06/09 19:31:17:904  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十六章 鬼界溃败（第三更） word count:3230 match number:984
2016/06/09 19:31:17:904  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十七章 天庭重劫（第四更）
2016/06/09 19:31:17:904  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百八十七章 天庭重劫（第四更）
, count = 984
2016/06/09 19:31:17:905  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十八章 血洗灵鹫（第五更）
2016/06/09 19:31:17:905  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3317864
2016/06/09 19:31:17:905  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十七章 天庭重劫（第四更） word count:3265 match number:985
2016/06/09 19:31:17:905  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十八章 血洗灵鹫（第五更）
2016/06/09 19:31:17:906  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百八十八章 血洗灵鹫（第五更）
, count = 985
2016/06/09 19:31:17:906  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十九章 分身乏术（第一更）
2016/06/09 19:31:17:907  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3321099
2016/06/09 19:31:17:907  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十八章 血洗灵鹫（第五更） word count:3235 match number:986
2016/06/09 19:31:17:907  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百八十九章 分身乏术（第一更）
2016/06/09 19:31:17:907  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百八十九章 分身乏术（第一更）
, count = 986
2016/06/09 19:31:17:908  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十章 尴尬道祖（第二更）
2016/06/09 19:31:17:908  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3324366
2016/06/09 19:31:17:908  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百八十九章 分身乏术（第一更） word count:3267 match number:987
2016/06/09 19:31:17:908  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十章 尴尬道祖（第二更）
2016/06/09 19:31:17:908  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百九十章 尴尬道祖（第二更）
, count = 987
2016/06/09 19:31:17:909  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十一章 我欲为人
2016/06/09 19:31:17:909  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3327703
2016/06/09 19:31:17:910  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百九十章 尴尬道祖（第二更） word count:3337 match number:988
2016/06/09 19:31:17:911  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十一章 我欲为人
2016/06/09 19:31:17:911  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百九十一章 我欲为人
, count = 988
2016/06/09 19:31:17:911  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十二章 仙体飞灰
2016/06/09 19:31:17:911  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3331074
2016/06/09 19:31:17:911  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百九十一章 我欲为人 word count:3371 match number:989
2016/06/09 19:31:17:911  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十二章 仙体飞灰
2016/06/09 19:31:17:911  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百九十二章 仙体飞灰
, count = 989
2016/06/09 19:31:17:911  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十三章 一书一笔（第一更）
2016/06/09 19:31:17:912  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3334601
2016/06/09 19:31:17:912  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百九十二章 仙体飞灰 word count:3527 match number:990
2016/06/09 19:31:17:912  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十三章 一书一笔（第一更）
2016/06/09 19:31:17:912  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百九十三章 一书一笔（第一更）
, count = 990
2016/06/09 19:31:17:912  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十四章 一团混乱（第二更）
2016/06/09 19:31:17:913  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3337904
2016/06/09 19:31:17:913  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百九十三章 一书一笔（第一更） word count:3303 match number:991
2016/06/09 19:31:17:913  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十四章 一团混乱（第二更）
2016/06/09 19:31:17:914  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百九十四章 一团混乱（第二更）
, count = 991
2016/06/09 19:31:17:914  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十五章 众圣缔约（第三更）
2016/06/09 19:31:17:914  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3341153
2016/06/09 19:31:17:914  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百九十四章 一团混乱（第二更） word count:3249 match number:992
2016/06/09 19:31:17:915  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十五章 众圣缔约（第三更）
2016/06/09 19:31:17:915  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百九十五章 众圣缔约（第三更）
, count = 992
2016/06/09 19:31:17:915  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十六章 六国之变
2016/06/09 19:31:17:915  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3344449
2016/06/09 19:31:17:916  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百九十五章 众圣缔约（第三更） word count:3296 match number:993
2016/06/09 19:31:17:916  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十六章 六国之变（第四更）
2016/06/09 19:31:17:916  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百九十六章 六国之变（第四更）
, count = 993
2016/06/09 19:31:17:916  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十七章 前世人情（第一更）
2016/06/09 19:31:17:916  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3347669
2016/06/09 19:31:17:916  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百九十六章 六国之变（第四更） word count:3220 match number:994
2016/06/09 19:31:17:917  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十七章 前世人情（第一更）
2016/06/09 19:31:17:917  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百九十七章 前世人情（第一更）
, count = 994
2016/06/09 19:31:17:918  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十八章 人族圣器（第二更）
2016/06/09 19:31:17:918  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3350965
2016/06/09 19:31:17:918  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百九十七章 前世人情（第一更） word count:3296 match number:995
2016/06/09 19:31:17:918  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十八章 人族圣器（第二更）
2016/06/09 19:31:17:918  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百九十八章 人族圣器（第二更）
, count = 995
2016/06/09 19:31:17:919  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十九章 一触即发（第三更）
2016/06/09 19:31:17:919  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3354241
2016/06/09 19:31:17:919  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百九十八章 人族圣器（第二更） word count:3276 match number:996
2016/06/09 19:31:17:919  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第九百九十九章 一触即发（第三更）
2016/06/09 19:31:17:920  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第九百九十九章 一触即发（第三更）
, count = 996
2016/06/09 19:31:17:920  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千章 龙族一统
2016/06/09 19:31:17:920  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3357548
2016/06/09 19:31:17:920  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第九百九十九章 一触即发（第三更） word count:3307 match number:997
2016/06/09 19:31:17:921  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千章 龙族一统（第四更）
2016/06/09 19:31:17:921  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千章 龙族一统（第四更）
, count = 997
2016/06/09 19:31:17:921  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零一章 大战开幕（第一更）
2016/06/09 19:31:17:921  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3360864
2016/06/09 19:31:17:922  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千章 龙族一统（第四更） word count:3316 match number:998
2016/06/09 19:31:17:922  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零一章 大战开幕（第一更）
2016/06/09 19:31:17:922  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零一章 大战开幕（第一更）
, count = 998
2016/06/09 19:31:17:922  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二章 韩信用兵（第二更）
2016/06/09 19:31:17:922  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3364072
2016/06/09 19:31:17:923  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零一章 大战开幕（第一更） word count:3208 match number:999
2016/06/09 19:31:17:923  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二章 韩信用兵（第二更）
2016/06/09 19:31:17:923  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零二章 韩信用兵（第二更）
, count = 999
2016/06/09 19:31:17:923  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三章 多多益善（第三更）
2016/06/09 19:31:17:923  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3367281
2016/06/09 19:31:17:923  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零二章 韩信用兵（第二更） word count:3209 match number:1000
2016/06/09 19:31:17:924  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零三章 多多益善（第三更）
2016/06/09 19:31:17:924  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零三章 多多益善（第三更）
, count = 1000
2016/06/09 19:31:17:925  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一百零四章 古仙神通（第一更）
2016/06/09 19:31:17:925  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3370607
2016/06/09 19:31:17:925  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零三章 多多益善（第三更） word count:3326 match number:1001
2016/06/09 19:31:17:925  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一百零四章 古仙神通（第一更）
2016/06/09 19:31:17:925  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一百零四章 古仙神通（第一更）
, count = 1001
2016/06/09 19:31:17:926  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零五章 机变百出（第二更）
2016/06/09 19:31:17:926  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3373867
2016/06/09 19:31:17:926  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一百零四章 古仙神通（第一更） word count:3260 match number:1002
2016/06/09 19:31:17:926  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零五章 机变百出（第二更）
2016/06/09 19:31:17:927  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零五章 机变百出（第二更）
, count = 1002
2016/06/09 19:31:17:927  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零六章 玉龙仙子（第三更）
2016/06/09 19:31:17:927  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3377228
2016/06/09 19:31:17:928  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零五章 机变百出（第二更） word count:3361 match number:1003
2016/06/09 19:31:17:928  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零六章 玉龙仙子（第三更）
2016/06/09 19:31:17:928  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零六章 玉龙仙子（第三更）
, count = 1003
2016/06/09 19:31:17:928  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零七章 头号败类
2016/06/09 19:31:17:929  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3380465
2016/06/09 19:31:17:929  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零六章 玉龙仙子（第三更） word count:3237 match number:1004
2016/06/09 19:31:17:929  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零七章 头号败类（第四更）
2016/06/09 19:31:17:930  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零七章 头号败类（第四更）
, count = 1004
2016/06/09 19:31:17:930  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零八章 仙魂之争（第一更）
2016/06/09 19:31:17:930  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3383789
2016/06/09 19:31:17:930  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零七章 头号败类（第四更） word count:3324 match number:1005
2016/06/09 19:31:17:930  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零八章 仙魂之争（第一更）
2016/06/09 19:31:17:930  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零八章 仙魂之争（第一更）
, count = 1005
2016/06/09 19:31:17:931  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零九章 租用坐骑（第二更）
2016/06/09 19:31:17:931  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3386970
2016/06/09 19:31:17:931  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零八章 仙魂之争（第一更） word count:3181 match number:1006
2016/06/09 19:31:17:931  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零九章 租用坐骑（第二更）
2016/06/09 19:31:17:931  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零九章 租用坐骑（第二更）
, count = 1006
2016/06/09 19:31:17:932  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零一十章 诡异战局（第三更）
2016/06/09 19:31:17:932  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3390273
2016/06/09 19:31:17:932  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零九章 租用坐骑（第二更） word count:3303 match number:1007
2016/06/09 19:31:17:932  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零一十章 诡异战局（第三更）
2016/06/09 19:31:17:933  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零一十章 诡异战局（第三更）
, count = 1007
2016/06/09 19:31:17:933  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零一十一章 功德来源（第一更）
2016/06/09 19:31:17:933  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3393614
2016/06/09 19:31:17:933  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零一十章 诡异战局（第三更） word count:3341 match number:1008
2016/06/09 19:31:17:934  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零一十一章 功德来源（第一更）
2016/06/09 19:31:17:934  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零一十一章 功德来源（第一更）
, count = 1008
2016/06/09 19:31:17:934  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十二章 招揽之意（第二更）
2016/06/09 19:31:17:934  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3396865
2016/06/09 19:31:17:934  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零一十一章 功德来源（第一更） word count:3251 match number:1009
2016/06/09 19:31:17:934  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十二章 招揽之意（第二更）
2016/06/09 19:31:17:935  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零十二章 招揽之意（第二更）
, count = 1009
2016/06/09 19:31:17:935  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十三章 佛门异动（第三更）
2016/06/09 19:31:17:935  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3399961
2016/06/09 19:31:17:935  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零十二章 招揽之意（第二更） word count:3096 match number:1010
2016/06/09 19:31:17:936  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十三章 佛门异动（第三更）
2016/06/09 19:31:17:936  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零十三章 佛门异动（第三更）
, count = 1010
2016/06/09 19:31:17:936  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十四章 魔临盘古
2016/06/09 19:31:17:936  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3403182
2016/06/09 19:31:17:937  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零十三章 佛门异动（第三更） word count:3221 match number:1011
2016/06/09 19:31:17:937  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十四章 魔临盘古（第四更）
2016/06/09 19:31:17:937  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零十四章 魔临盘古（第四更）
, count = 1011
2016/06/09 19:31:17:937  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十五章 乱中取事（第一更）
2016/06/09 19:31:17:937  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3406345
2016/06/09 19:31:17:938  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零十四章 魔临盘古（第四更） word count:3163 match number:1012
2016/06/09 19:31:17:938  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十五章 乱中取事（第一更）
2016/06/09 19:31:17:938  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零十五章 乱中取事（第一更）
, count = 1012
2016/06/09 19:31:17:938  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十六章 太清白莲（第二更）
2016/06/09 19:31:17:938  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3409552
2016/06/09 19:31:17:939  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零十五章 乱中取事（第一更） word count:3207 match number:1013
2016/06/09 19:31:17:939  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十六章 太清白莲（第二更）
2016/06/09 19:31:17:939  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零十六章 太清白莲（第二更）
, count = 1013
2016/06/09 19:31:17:940  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十七章 灭杀分神（第一更）
2016/06/09 19:31:17:940  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3412862
2016/06/09 19:31:17:940  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零十六章 太清白莲（第二更） word count:3310 match number:1014
2016/06/09 19:31:17:940  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十七章 灭杀分神（第一更）
2016/06/09 19:31:17:941  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零十七章 灭杀分神（第一更）
, count = 1014
2016/06/09 19:31:17:941  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十八章 道祖愠怒（第二更）
2016/06/09 19:31:17:941  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3416056
2016/06/09 19:31:17:941  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零十七章 灭杀分神（第一更） word count:3194 match number:1015
2016/06/09 19:31:17:942  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十八章 道祖愠怒（第二更）
2016/06/09 19:31:17:942  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零十八章 道祖愠怒（第二更）
, count = 1015
2016/06/09 19:31:17:942  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十九章 重创白阳（第三更）
2016/06/09 19:31:17:942  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3419332
2016/06/09 19:31:17:942  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零十八章 道祖愠怒（第二更） word count:3276 match number:1016
2016/06/09 19:31:17:942  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零十九章 重创白阳（第三更）
2016/06/09 19:31:17:942  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零十九章 重创白阳（第三更）
, count = 1016
2016/06/09 19:31:17:943  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十章 灵朝覆灭（第一更）
2016/06/09 19:31:17:943  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3422611
2016/06/09 19:31:17:944  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零十九章 重创白阳（第三更） word count:3279 match number:1017
2016/06/09 19:31:17:944  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十章 灵朝覆灭（第一更）
2016/06/09 19:31:17:944  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
 Chapter =第一千零二十章 灵朝覆灭（第一更）
, count = 1017
2016/06/09 19:31:17:944  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十一章 刘邦哭求（第二更）
2016/06/09 19:31:17:945  __23-[VCBook splitChapters]_block_invoke [Line 232] --- word count = 3425733
2016/06/09 19:31:17:945  __23-[VCBook splitChapters]_block_invoke [Line 236] --- title:第一千零二十章 灵朝覆灭（第一更） word count:3122 match number:1018
2016/06/09 19:31:17:945  __23-[VCBook splitChapters]_block_invoke [Line 188] --- 第一千零二十一章 刘邦哭求（第二更）
2016/06/09 19:31:17:945  __23-[VCBook splitChapters]_block_invoke [Line 219] --- might have a problem splitting cuz the length of the chapter is less than 100.
